Age,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_female,Gender_male,Gender_other,no_employees_mid
30,United States,GA,yes,No,Yes,Often,6-25,Yes,Yes,No,Unknown,No,Yes,Unknown,Difficult,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,15
35,United States,MI,no,No,No,Never,26-100,No,Yes,Yes,No,Yes,Unknown,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No,False,True,False,63
35,United States,MD,no,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,Yes,Difficult,Yes,No,Maybe,No,No,Maybe,No,No,False,True,False,300
38,Netherlands,Unknown,no,Yes,No,Often,26-100,Yes,Yes,No,Unknown,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,63
22,United Kingdom,Unknown,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,300
24,Germany,Unknown,no,Yes,No,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,300
22,Netherlands,Unknown,yes,No,No,Never,1-5,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,Maybe,Maybe,Yes,Maybe,Yes,No,Yes,False,True,False,3
31,United States,WA,no,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,No,True,False,False,63
23,United States,CA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Yes,Maybe,No,No,No,No,Maybe,No,True,False,False,1500
31,United States,OR,no,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,True,False,False,300
28,United States,CA,no,Yes,Yes,Rarely,500-1000,No,Yes,Yes,Yes,Yes,Yes,Unknown,Difficult,Maybe,No,No,Maybe,No,No,No,No,True,False,False,750
37,Canada,Unknown,no,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,No,False,False,True,300
34,United States,CA,yes,Yes,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Maybe,No,No,No,No,False,True,False,15
32,Canada,Unknown,no,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Yes,Difficult,Yes,Maybe,Maybe,No,No,Maybe,No,Yes,False,False,True,63
28,United States,MI,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Easy,Yes,No,Maybe,Maybe,No,No,Maybe,Yes,False,True,False,63
24,United Kingdom,Unknown,no,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,No,Maybe,No,Maybe,Maybe,No,True,False,False,300
56,United States,MA,no,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,Unknown,Easy,Yes,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
31,Germany,Unknown,no,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
34,United States,CA,no,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Yes,No,True,False,False,300
35,Germany,Unknown,no,No,Yes,Rarely,100-500,No,No,Unknown,No,Yes,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,300
28,Germany,Unknown,no,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,Yes,Yes,Maybe,No,False,True,False,63
36,Poland,Unknown,yes,Yes,Yes,Often,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,Yes,False,True,False,15
30,United Kingdom,Unknown,no,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,63
35,United States,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,Yes,Unknown,No,No,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,3
49,Japan,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Unknown,Difficult,Yes,Yes,No,No,No,No,No,Yes,False,True,False,3
36,Germany,Unknown,no,No,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,63
35,Germany,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,63
29,Australia,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,No,Difficult,Yes,No,Maybe,Maybe,No,No,No,Yes,True,False,False,1500
57,United States,CA,no,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Difficult,Yes,Maybe,No,No,No,Maybe,Maybe,Yes,False,True,False,63
31,Belgium,Unknown,no,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,Easy,Maybe,No,Maybe,No,No,No,Maybe,Yes,True,False,False,300
37,Ireland,Unknown,yes,No,No,Never,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,15
25,Ireland,Unknown,no,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,63
30,Australia,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,63
26,Australia,Unknown,no,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,True,False,False,300
22,Netherlands,Unknown,no,No,No,Often,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,No,Maybe,No,Yes,Maybe,No,True,False,False,15
39,United States,FL,no,No,No,Rarely,more than 1000,Yes,No,Unknown,No,Yes,Yes,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,1500
29,United Kingdom,Unknown,no,Yes,Yes,Never,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,No,No,No,No,No,No,False,True,False,300
54,United Kingdom,Unknown,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,Yes,Yes,Maybe,Yes,False,True,False,3
34,Australia,Unknown,no,Yes,No,Never,500-1000,No,No,Unknown,No,Yes,Yes,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,Yes,True,False,False,750
32,United States,WA,no,No,Yes,Never,500-1000,No,No,Yes,Unknown,Yes,Yes,Unknown,Easy,Maybe,No,No,No,No,No,Yes,No,False,True,False,750
25,Nigeria,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Yes,Yes,No,Yes,Maybe,No,False,True,False,15
29,Poland,Unknown,no,No,No,Rarely,1-5,No,Yes,No,No,No,No,No,Difficult,No,Maybe,Maybe,No,No,No,Yes,No,False,True,False,3
32,Germany,Unknown,yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,3
30,United Kingdom,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Unknown,Yes,Easy,Maybe,No,Maybe,Yes,No,Yes,Yes,No,False,True,False,1500
31,Germany,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,15
20,Switzerland,Unknown,no,No,No,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Maybe,No,Maybe,Yes,No,True,False,False,1500
27,United Kingdom,Unknown,no,No,No,Never,1-5,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,3
32,United States,CA,no,No,No,Never,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,1500
26,Ireland,Unknown,yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Unknown,Difficult,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,3
30,Italy,Unknown,no,No,No,Sometimes,more than 1000,No,No,Unknown,No,No,No,Yes,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,1500
30,Ireland,Unknown,no,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Unknown,No,Unknown,Difficult,Maybe,Maybe,Maybe,No,No,No,No,No,False,True,False,63
22,India,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes,False,True,False,3
24,Ireland,Unknown,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,No,No,No,No,Maybe,No,False,True,False,1500
26,Netherlands,Unknown,no,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,No,No,No,No,Maybe,No,False,True,False,63
43,France,Unknown,no,No,No,Sometimes,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,300
26,Russia,Unknown,no,No,No,Never,26-100,No,Yes,No,Unknown,No,Unknown,Unknown,Difficult,No,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
23,United States,NC,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,15
26,Canada,Unknown,no,No,No,Sometimes,100-500,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Easy,No,No,Maybe,Maybe,No,No,Yes,No,False,False,True,300
26,Israel,Unknown,no,Yes,No,Never,100-500,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Yes,No,True,False,False,300
35,Canada,Unknown,no,Yes,No,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,No,No,False,True,False,63
28,United States,IL,no,No,Yes,Sometimes,26-100,Yes,No,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,63
22,India,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,63
29,United States,OH,no,Yes,Yes,Rarely,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,Yes,No,No,No,No,No,Maybe,No,True,False,False,15
29,Germany,Unknown,yes,No,No,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No,False,True,False,3
45,United States,VA,no,No,Yes,Often,1-5,Yes,Yes,Yes,Unknown,No,Yes,Unknown,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,3
33,Bulgaria,Unknown,no,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,Yes,False,True,False,63
38,United States,MN,no,No,Yes,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
19,United States,MO,no,Yes,Yes,Often,26-100,No,No,Unknown,Unknown,No,No,Unknown,Difficult,Maybe,Maybe,No,No,No,Maybe,No,No,False,False,True,63
29,Canada,Unknown,no,No,Yes,Rarely,more than 1000,Yes,No,Yes,Yes,Yes,Unknown,Yes,Easy,No,No,No,Yes,No,Maybe,Maybe,No,True,False,False,1500
21,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,Maybe,No,True,False,False,15
23,India,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,No,True,False,False,1500
33,United States,NC,no,Yes,Yes,Rarely,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,True,False,False,1500
49,United States,NY,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Yes,No,No,Yes,No,False,True,False,300
28,United States,NM,no,No,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,63
27,United Kingdom,Unknown,no,No,Yes,Sometimes,6-25,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,True,False,False,15
23,Canada,Unknown,no,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
29,Netherlands,Unknown,no,No,No,Never,1-5,Yes,Yes,No,No,No,No,Yes,Easy,No,No,Yes,Yes,No,Maybe,Yes,No,False,True,False,3
30,Germany,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,No,No,Unknown,Yes,Easy,No,No,Maybe,No,Maybe,Maybe,Maybe,No,False,True,False,63
28,Canada,Unknown,no,No,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,True,False,False,1500
32,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,No,No,No,No,Yes,No,No,False,True,False,15
32,United Kingdom,Unknown,no,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,Easy,No,No,No,Yes,No,No,Yes,No,False,True,False,63
37,France,Unknown,no,No,No,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No,False,True,False,300
39,United States,TX,no,No,No,Sometimes,more than 1000,Yes,No,No,Yes,No,No,Unknown,Difficult,Yes,Maybe,No,No,No,Maybe,No,No,True,False,False,1500
31,France,Unknown,no,No,No,Sometimes,500-1000,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,No,No,No,Yes,No,False,True,False,750
29,United States,SC,no,No,No,Sometimes,6-25,No,Yes,No,No,No,Unknown,Unknown,Difficult,Maybe,Maybe,Maybe,No,No,No,Maybe,No,False,True,False,15
30,United States,FL,no,No,No,Sometimes,100-500,No,No,Yes,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
33,United States,WA,yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,No,Difficult,No,No,Yes,Yes,No,No,Yes,Yes,False,True,False,3
37,United States,CA,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Easy,Maybe,No,Yes,Yes,No,No,Maybe,No,False,True,False,300
23,United States,OH,no,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,63
43,United States,TN,no,Yes,Yes,Sometimes,26-100,No,No,Yes,Unknown,No,Yes,Unknown,Easy,Yes,No,No,No,No,No,No,No,False,True,False,63
32,United Kingdom,Unknown,no,No,Yes,Rarely,100-500,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Yes,Yes,No,Maybe,No,Yes,False,True,False,300
26,United States,NY,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,Yes,Maybe,No,No,No,No,No,False,True,False,63
32,United States,NY,yes,No,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Yes,Yes,Maybe,No,False,True,False,3
37,United States,MO,no,No,No,Sometimes,26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Yes,No,Maybe,No,No,No,Maybe,No,True,False,False,63
29,United States,NY,no,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,63
34,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,15
27,France,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,Yes,No,False,True,False,15
30,United States,TN,no,Yes,No,Never,100-500,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,300
29,United States,CO,no,No,No,Never,6-25,No,Yes,Yes,Yes,No,Yes,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,No,No,False,True,False,15
32,United States,PA,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Difficult,Yes,Maybe,Maybe,No,No,No,No,No,False,True,False,3
25,Germany,Unknown,no,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Unknown,Yes,Yes,Easy,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,No,False,True,False,750
37,United States,NY,yes,No,No,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
29,Netherlands,Unknown,no,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,15
27,United States,MN,no,No,No,Sometimes,26-100,No,Yes,Yes,Unknown,No,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,False,True,63
33,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,15
30,Canada,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,No,Unknown,No,No,No,No,Difficult,Yes,No,Maybe,No,No,Yes,No,Yes,False,True,False,1500
29,Canada,Unknown,no,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Unknown,Difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Maybe,No,False,True,False,3
25,United States,MO,no,Yes,Yes,Never,6-25,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Easy,Yes,No,Maybe,Yes,No,No,No,No,False,True,False,15
33,United States,WY,no,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,No,False,True,False,3
31,South Africa,Unknown,no,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,Easy,No,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,300
21,Germany,Unknown,no,No,No,Rarely,6-25,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No,False,True,False,15
30,Switzerland,Unknown,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,No,Difficult,Yes,Yes,No,No,No,No,No,No,False,True,False,63
29,United States,MN,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,No,No,No,No,False,True,False,1500
43,Croatia,Unknown,yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Difficult,Yes,No,Yes,No,No,Maybe,No,Yes,False,True,False,3
37,United Kingdom,Unknown,no,No,Yes,Often,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,No,Yes,Yes,Maybe,Yes,No,No,False,True,False,15
24,France,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,Yes,No,Unknown,Easy,Maybe,No,Yes,Maybe,No,No,Maybe,No,False,True,False,63
29,United States,MD,no,No,No,Sometimes,6-25,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,True,False,15
31,United States,KY,no,No,No,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,True,False,63
33,United Kingdom,Unknown,yes,No,No,Never,100-500,No,No,No,Unknown,No,No,Unknown,Easy,No,No,Yes,Maybe,No,Yes,No,No,False,True,False,300
43,United States,NY,no,No,No,Sometimes,more than 1000,No,No,Yes,Yes,Unknown,Yes,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,1500
33,United Kingdom,Unknown,no,No,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
27,United Kingdom,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,Yes,Yes,Easy,Maybe,No,Yes,Maybe,No,Yes,Yes,No,False,True,False,15
36,United States,TN,no,Yes,Yes,Sometimes,more than 1000,Yes,No,Unknown,No,Unknown,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,False,True,False,1500
37,Australia,Unknown,no,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,Yes,False,True,False,63
32,Belgium,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,Yes,No,No,Unknown,Difficult,Yes,Maybe,No,No,No,No,No,No,False,True,False,15
39,United Kingdom,Unknown,no,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,Easy,No,No,No,Maybe,No,Yes,Yes,No,False,True,False,300
31,United States,TX,no,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,63
36,United States,OH,no,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,Unknown,Difficult,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,300
30,United States,TX,yes,No,Yes,Sometimes,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,Yes,Maybe,No,False,True,False,63
28,Canada,Unknown,no,No,No,Sometimes,6-25,No,Yes,Yes,Unknown,No,Unknown,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
32,Italy,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,No,No,No,No,Difficult,Maybe,No,Maybe,No,Maybe,Maybe,No,No,False,True,False,15
35,United States,CA,no,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,15
19,Canada,Unknown,no,No,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Difficult,No,No,Maybe,Yes,No,Yes,Maybe,No,False,True,False,63
33,Norway,Unknown,no,Yes,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,63
42,Germany,Unknown,no,No,No,Sometimes,more than 1000,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Easy,No,No,Maybe,No,No,Maybe,Yes,No,False,True,False,1500
37,United States,MI,no,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,300
40,Thailand,Unknown,yes,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
36,United States,CA,no,No,No,Never,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,True,False,1500
29,United States,OR,no,Yes,Yes,Sometimes,26-100,Yes,No,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,Maybe,Maybe,No,True,False,False,63
38,United States,NC,no,Yes,Yes,Sometimes,26-100,No,No,Yes,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,No,True,False,False,63
26,United States,CA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,No,Yes,Unknown,Unknown,Difficult,Yes,Maybe,No,No,No,Maybe,No,No,False,True,False,1500
34,Germany,Unknown,no,No,No,Rarely,26-100,No,Yes,No,No,No,No,Yes,Easy,Maybe,Maybe,No,Maybe,Maybe,Maybe,Yes,No,False,True,False,63
21,United States,IL,no,No,Yes,Often,more than 1000,No,No,No,Yes,No,No,No,Easy,Yes,No,Maybe,Maybe,No,Yes,No,Yes,False,True,False,1500
31,Canada,Unknown,yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,No,No,No,No,Yes,No,False,True,False,3
37,United States,CA,no,Yes,Yes,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,Maybe,Maybe,Yes,Maybe,No,Maybe,Yes,No,True,False,False,63
37,Ireland,Unknown,no,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,3
38,Ireland,Unknown,no,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,No,Difficult,Yes,Yes,No,No,No,No,No,No,False,True,False,3
27,United States,CA,no,No,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Easy,Yes,No,Maybe,No,No,Maybe,No,No,True,False,False,300
39,Netherlands,Unknown,yes,No,No,Sometimes,6-25,No,Yes,No,No,Yes,No,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
33,United States,AZ,yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Yes,Maybe,No,No,No,No,No,True,False,False,3
27,United Kingdom,Unknown,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,No,Yes,Yes,Maybe,No,False,True,False,63
36,United States,CA,no,No,Yes,Never,6-25,Yes,Yes,Yes,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,No,No,True,False,False,15
28,United Kingdom,Unknown,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,63
